"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-11-05","0.00","65","80","50"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-11-06","0.00","60","80","43"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-11-07","0.00","60","78","45"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-11-08","0.00","58","74","42"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-11-09","0.00","58","68","43"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-11-10","0.00","49","66","36"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-11-11","0.00","52","71","35"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-11-12","0.00","51","70","36"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-11-13","0.00","51","66","39"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-11-14","0.00","50","68","35"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-11-15","0.00","48","63","36"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-11-16","0.00","48","68","35"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-11-17","0.00","49","66","36"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-11-18","0.00","49","66","38"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-11-19","0.00","50","69","37"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-11-20","0.00","51","68","38"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-11-21","0.67","53","59","50"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-11-22","0.57","58","65","51"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-11-23","0.35","58","64","55"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-11-24","0.00","62","66","51"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-11-25","0.00","56","70","48"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-11-26","0.00","54","67","45"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-11-27","0.06","56","63","48"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-11-28","0.77","60","68","56"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-11-29","1.00","59","61","54"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-11-30","0.00","56","63","47"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-01","0.24","54","60","47"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-02","0.00","49","58","38"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-03","0.00","48","56","43"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-04","0.00","51","54","49"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-05","0.18","53","57","49"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-06","0.00","56","63","45"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-07","0.00","51","63","40"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-08","0.00","49","60","39"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-09","0.00","49","52","44"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-10","0.00","51","61","43"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-11","0.00","49","64","39"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-12","0.00","54","66","47"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-13","0.00","50","60","38"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-14","0.00","51","65","44"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-15","0.00","55","60","47"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-16","0.68","53","63","47"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-17","0.08","56","64","48"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-18","0.00","54","65","45"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-19","0.00","56","61","47"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-20","0.00","51","54","48"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-21","0.08","53","58","45"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-22","0.00","49","59","38"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-23","0.00","51","61","45"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-24","0.20","53","61","48"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-25","0.03","53","62","43"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-26","0.00","49","61","38"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-27","0.00","51","61","39"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-28","0.00","52","60","40"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-29","0.00","46","60","35"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-30","0.00","46","63","36"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12-31","0.00","50","57","38"
